,sample_id,construction_site,image_blob_id,date_time,annotation_people_blob_id,annotation_poly_blob_id,annotation_blob_id,poly_objects,dis_people,dis_rebar,dis_formwork,dis_pump,timestep,Site1formwork,Site1rebars,Site1pump,Site1people,Site2formwork,Site2rebars,Site2pump,Site2people,if_Site1_concret,if_Site2_concret
466,2020-08-06-13-01-18,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-06-13-01-18.jpg,2020-08-06 13:01:18,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-06-13-01-18.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-06-13-01-18.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Rebars', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 1]","[0, 1, 4]","[0, 0, 1]",2020-08-06 13:01:18,1,0,0,0,4,1,1,0,0,0
467,2020-08-06-13-02-05,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-06-13-02-05.jpg,2020-08-06 13:02:05,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-06-13-02-05.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-06-13-02-05.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Rebars', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 1]","[0, 1, 4]","[0, 0, 1]",2020-08-06 13:02:05,1,0,0,0,4,1,1,0,0,0
468,2020-08-06-13-02-51,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-06-13-02-51.jpg,2020-08-06 13:02:51,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-06-13-02-51.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-06-13-02-51.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Rebars', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 1]","[0, 1, 4]","[0, 0, 1]",2020-08-06 13:02:51,1,0,0,0,4,1,1,0,0,0
469,2020-08-06-13-03-38,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-06-13-03-38.jpg,2020-08-06 13:03:38,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-06-13-03-38.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-06-13-03-38.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Rebars', 'Vertical_formwork']","[0, 0, 0]","[0, 0, 1]","[0, 1, 5]","[0, 0, 1]",2020-08-06 13:03:38,1,0,0,0,5,1,1,0,0,0
470,2020-08-06-13-04-24,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-06-13-04-24.jpg,2020-08-06 13:04:24,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-06-13-04-24.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-06-13-04-24.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Rebars', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 1]","[0, 1, 4]","[0, 0, 1]",2020-08-06 13:04:24,1,0,0,0,4,1,1,0,0,0
471,2020-08-06-13-05-11,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-06-13-05-11.jpg,2020-08-06 13:05:11,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-06-13-05-11.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-06-13-05-11.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Rebars', 'Vertical_formwork', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 1]","[0, 1, 4]","[0, 0, 1]",2020-08-06 13:05:11,1,0,0,0,4,1,1,0,0,0
472,2020-08-06-13-05-58,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-06-13-05-58.jpg,2020-08-06 13:05:58,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-06-13-05-58.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-06-13-05-58.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Rebars', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 1]","[0, 1, 4]","[0, 0, 1]",2020-08-06 13:05:58,1,0,0,0,4,1,1,0,0,0
473,2020-08-06-13-06-44,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-06-13-06-44.jpg,2020-08-06 13:06:44,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-06-13-06-44.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-06-13-06-44.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Rebars', 'Vertical_formwork', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 1]","[0, 1, 4]","[0, 0, 1]",2020-08-06 13:06:44,1,0,0,0,4,1,1,0,0,0
474,2020-08-06-13-07-31,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-06-13-07-31.jpg,2020-08-06 13:07:31,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-06-13-07-31.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-06-13-07-31.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Rebars', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 1]","[0, 1, 4]","[0, 0, 1]",2020-08-06 13:07:31,1,0,0,0,4,1,1,0,0,0
475,2020-08-06-13-08-17,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-06-13-08-17.jpg,2020-08-06 13:08:17,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-06-13-08-17.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-06-13-08-17.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Rebars', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 1]","[0, 1, 4]","[0, 0, 1]",2020-08-06 13:08:17,1,0,0,0,4,1,1,0,0,0
476,2020-08-06-13-09-04,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-06-13-09-04.jpg,2020-08-06 13:09:04,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-06-13-09-04.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-06-13-09-04.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Rebars', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 1]","[0, 1, 4]","[0, 0, 1]",2020-08-06 13:09:04,1,0,0,0,4,1,1,0,0,0
477,2020-08-06-13-09-50,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-06-13-09-50.jpg,2020-08-06 13:09:50,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-06-13-09-50.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-06-13-09-50.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Rebars']","[0, 0, 0]","[0, 0, 1]","[0, 1, 4]","[0, 0, 1]",2020-08-06 13:09:50,1,0,0,0,4,1,1,0,0,0
478,2020-08-06-13-10-37,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-06-13-10-37.jpg,2020-08-06 13:10:37,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-06-13-10-37.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-06-13-10-37.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Rebars']","[0, 0, 0]","[0, 0, 1]","[0, 1, 4]","[0, 0, 0]",2020-08-06 13:10:37,1,0,0,0,4,1,0,0,0,0
479,2020-08-06-13-11-23,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-06-13-11-23.jpg,2020-08-06 13:11:23,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-06-13-11-23.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-06-13-11-23.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Rebars']","[0, 0, 0]","[0, 0, 1]","[0, 1, 4]","[0, 0, 0]",2020-08-06 13:11:23,1,0,0,0,4,1,0,0,0,0
480,2020-08-06-13-12-10,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-06-13-12-10.jpg,2020-08-06 13:12:10,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-06-13-12-10.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-06-13-12-10.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Rebars', 'Vertical_formwork']","[0, 0, 0]","[0, 0, 1]","[0, 1, 5]","[0, 0, 0]",2020-08-06 13:12:10,1,0,0,0,5,1,0,0,0,0
481,2020-08-06-13-12-56,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-06-13-12-56.jpg,2020-08-06 13:12:56,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-06-13-12-56.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-06-13-12-56.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Rebars']","[0, 0, 0]","[0, 0, 1]","[0, 1, 5]","[0, 0, 0]",2020-08-06 13:12:56,1,0,0,0,5,1,0,0,0,0
482,2020-08-06-13-13-43,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-06-13-13-43.jpg,2020-08-06 13:13:43,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-06-13-13-43.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-06-13-13-43.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Rebars']","[0, 0, 0]","[0, 0, 1]","[0, 1, 4]","[0, 0, 0]",2020-08-06 13:13:43,1,0,0,0,4,1,0,0,0,0
483,2020-08-06-13-14-29,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-06-13-14-29.jpg,2020-08-06 13:14:29,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-06-13-14-29.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-06-13-14-29.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Rebars']","[0, 0, 0]","[0, 0, 1]","[0, 1, 4]","[0, 0, 0]",2020-08-06 13:14:29,1,0,0,0,4,1,0,0,0,0
484,2020-08-06-13-15-16,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-06-13-15-16.jpg,2020-08-06 13:15:16,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-06-13-15-16.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-06-13-15-16.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Rebars']","[0, 0, 0]","[0, 0, 1]","[0, 1, 4]","[0, 0, 0]",2020-08-06 13:15:16,1,0,0,0,4,1,0,0,0,0
485,2020-08-06-13-16-02,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-06-13-16-02.jpg,2020-08-06 13:16:02,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-06-13-16-02.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-06-13-16-02.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Rebars']","[0, 0, 0]","[0, 0, 1]","[0, 1, 4]","[0, 0, 1]",2020-08-06 13:16:02,1,0,0,0,4,1,1,0,0,0
486,2020-08-06-13-16-49,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-06-13-16-49.jpg,2020-08-06 13:16:49,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-06-13-16-49.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-06-13-16-49.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Rebars']","[0, 0, 0]","[0, 0, 1]","[0, 1, 4]","[0, 0, 1]",2020-08-06 13:16:49,1,0,0,0,4,1,1,0,0,0
487,2020-08-06-13-17-35,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-06-13-17-35.jpg,2020-08-06 13:17:35,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-06-13-17-35.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-06-13-17-35.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Rebars']","[0, 0, 0]","[0, 0, 1]","[0, 1, 4]","[0, 0, 1]",2020-08-06 13:17:35,1,0,0,0,4,1,1,0,0,0
488,2020-08-06-13-18-22,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-06-13-18-22.jpg,2020-08-06 13:18:22,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-06-13-18-22.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-06-13-18-22.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Rebars']","[0, 0, 0]","[0, 0, 1]","[0, 1, 4]","[0, 0, 1]",2020-08-06 13:18:22,1,0,0,0,4,1,1,0,0,0
489,2020-08-06-13-19-08,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-06-13-19-08.jpg,2020-08-06 13:19:08,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-06-13-19-08.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-06-13-19-08.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Rebars']","[0, 0, 0]","[0, 0, 1]","[0, 1, 4]","[0, 0, 1]",2020-08-06 13:19:08,1,0,0,0,4,1,1,0,0,0
490,2020-08-06-13-19-55,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-06-13-19-55.jpg,2020-08-06 13:19:55,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-06-13-19-55.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-06-13-19-55.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Rebars']","[0, 0, 0]","[0, 0, 1]","[0, 1, 4]","[0, 0, 1]",2020-08-06 13:19:55,1,0,0,0,4,1,1,0,0,0
491,2020-08-06-13-20-41,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-06-13-20-41.jpg,2020-08-06 13:20:41,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-06-13-20-41.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-06-13-20-41.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Rebars']","[0, 0, 0]","[0, 0, 1]","[0, 1, 4]","[0, 0, 1]",2020-08-06 13:20:41,1,0,0,0,4,1,1,0,0,0
492,2020-08-06-13-21-28,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-06-13-21-28.jpg,2020-08-06 13:21:28,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-06-13-21-28.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-06-13-21-28.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Rebars']","[0, 0, 0]","[0, 0, 1]","[0, 1, 4]","[0, 0, 1]",2020-08-06 13:21:28,1,0,0,0,4,1,1,0,0,0
493,2020-08-06-13-22-14,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-06-13-22-14.jpg,2020-08-06 13:22:14,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-06-13-22-14.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-06-13-22-14.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Rebars', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 1]","[0, 1, 4]","[0, 0, 1]",2020-08-06 13:22:14,1,0,0,0,4,1,1,0,0,0
494,2020-08-06-13-23-01,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-06-13-23-01.jpg,2020-08-06 13:23:01,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-06-13-23-01.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-06-13-23-01.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Rebars', 'Vertical_formwork']","[0, 0, 0]","[0, 0, 1]","[0, 1, 5]","[0, 0, 0]",2020-08-06 13:23:01,1,0,0,0,5,1,0,0,0,0
495,2020-08-06-13-23-47,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-06-13-23-47.jpg,2020-08-06 13:23:47,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-06-13-23-47.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-06-13-23-47.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Rebars', 'Vertical_formwork']","[0, 0, 0]","[0, 0, 1]","[0, 1, 5]","[0, 0, 0]",2020-08-06 13:23:47,1,0,0,0,5,1,0,0,0,0
496,2020-08-06-13-24-34,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-06-13-24-34.jpg,2020-08-06 13:24:34,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-06-13-24-34.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-06-13-24-34.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Rebars', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[0, 0, 1]",2020-08-06 13:24:34,1,0,0,0,4,0,1,0,0,0
497,2020-08-06-13-25-20,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-06-13-25-20.jpg,2020-08-06 13:25:20,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-06-13-25-20.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-06-13-25-20.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Rebars']","[0, 0, 0]","[0, 0, 1]","[0, 1, 4]","[0, 0, 1]",2020-08-06 13:25:20,1,0,0,0,4,1,1,0,0,0
498,2020-08-06-13-26-07,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-06-13-26-07.jpg,2020-08-06 13:26:07,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-06-13-26-07.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-06-13-26-07.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Rebars']","[0, 0, 0]","[0, 0, 1]","[0, 1, 4]","[0, 0, 1]",2020-08-06 13:26:07,1,0,0,0,4,1,1,0,0,0
499,2020-08-06-13-26-53,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-06-13-26-53.jpg,2020-08-06 13:26:53,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-06-13-26-53.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-06-13-26-53.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Rebars']","[0, 0, 0]","[0, 0, 1]","[0, 1, 4]","[0, 0, 1]",2020-08-06 13:26:53,1,0,0,0,4,1,1,0,0,0
500,2020-08-06-13-27-40,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-06-13-27-40.jpg,2020-08-06 13:27:40,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-06-13-27-40.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-06-13-27-40.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Rebars']","[0, 0, 0]","[0, 0, 1]","[0, 1, 4]","[0, 0, 1]",2020-08-06 13:27:40,1,0,0,0,4,1,1,0,0,0
501,2020-08-06-13-28-26,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-06-13-28-26.jpg,2020-08-06 13:28:26,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-06-13-28-26.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-06-13-28-26.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Rebars', 'Vertical_formwork']","[0, 0, 0]","[0, 0, 1]","[0, 1, 5]","[0, 0, 1]",2020-08-06 13:28:26,1,0,0,0,5,1,1,0,0,0
502,2020-08-06-13-29-13,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-06-13-29-13.jpg,2020-08-06 13:29:13,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-06-13-29-13.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-06-13-29-13.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Rebars']","[0, 0, 0]","[0, 0, 1]","[0, 1, 4]","[0, 0, 1]",2020-08-06 13:29:13,1,0,0,0,4,1,1,0,0,0
503,2020-08-06-13-29-59,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-06-13-29-59.jpg,2020-08-06 13:29:59,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-06-13-29-59.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-06-13-29-59.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Rebars']","[0, 0, 0]","[0, 0, 1]","[0, 1, 4]","[0, 0, 1]",2020-08-06 13:29:59,1,0,0,0,4,1,1,0,0,0
504,2020-08-06-13-30-46,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-06-13-30-46.jpg,2020-08-06 13:30:46,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-06-13-30-46.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-06-13-30-46.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Vertical_formwork', 'Rebars']","[0, 0, 0]","[0, 0, 1]","[0, 1, 4]","[0, 0, 1]",2020-08-06 13:30:46,1,0,0,0,4,1,1,0,0,0
505,2020-08-06-13-31-32,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-06-13-31-32.jpg,2020-08-06 13:31:32,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-06-13-31-32.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-06-13-31-32.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Vertical_formwork', 'Vertical_formwork', 'Rebars']","[0, 0, 0]","[0, 0, 1]","[1, 1, 4]","[0, 0, 1]",2020-08-06 13:31:32,2,0,0,0,4,1,1,0,0,0
